,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate
2022-03-27 00:00:00+00:00,2.48,2.3,0.33,0.17,0.55,2.55,2.74,2.6,3.63,4.42
2022-04-03 00:00:00+00:00,2.39,2.44,0.33,0.15,0.53,2.55,2.6,2.44,3.83,4.67
2022-04-10 00:00:00+00:00,2.72,2.53,0.33,0.2,0.7,2.76,2.94,2.76,3.91,4.72
2022-04-17 00:00:00+00:00,2.83,2.47,0.33,0.37,0.79,2.79,3.09,2.92,4.17,5.0
2022-04-24 00:00:00+00:00,2.9,2.72,0.33,0.46,0.83,2.94,3.14,2.95,4.38,5.11
2022-05-01 00:00:00+00:00,2.89,2.7,0.33,0.37,0.85,2.92,3.14,2.96,4.4,5.1
2022-05-08 00:00:00+00:00,3.12,2.72,0.83,0.48,0.85,3.06,3.43,3.23,4.52,5.27
2022-05-15 00:00:00+00:00,2.93,2.61,0.83,0.67,1.03,2.89,3.32,3.1,4.48,5.3
2022-05-22 00:00:00+00:00,2.78,2.6,0.83,0.63,1.03,2.8,3.17,2.99,4.43,5.25
2022-05-29 00:00:00+00:00,2.74,2.47,0.83,0.69,1.08,2.71,3.16,2.97,4.31,5.1
2022-06-05 00:00:00+00:00,2.96,2.66,0.83,0.87,1.21,2.95,3.33,3.11,4.32,5.09
2022-06-12 00:00:00+00:00,3.15,3.06,0.83,1.1,1.39,3.25,3.45,3.2,4.38,5.23
2022-06-19 00:00:00+00:00,3.25,3.17,1.58,1.15,1.63,3.34,3.55,3.3,4.81,5.78
2022-06-26 00:00:00+00:00,3.13,3.04,1.58,1.19,1.73,3.18,3.51,3.26,4.92,5.81
2022-07-03 00:00:00+00:00,2.88,2.84,1.58,1.27,1.73,2.88,3.35,3.11,4.83,5.7
2022-07-10 00:00:00+00:00,3.09,3.12,1.58,1.57,1.98,3.13,3.53,3.27,4.45,5.3
2022-07-17 00:00:00+00:00,2.93,3.13,1.58,1.98,2.37,3.05,3.34,3.1,4.67,5.51
2022-07-24 00:00:00+00:00,2.77,2.98,1.58,2.15,2.49,2.87,3.23,3.0,4.75,5.54
2022-07-31 00:00:00+00:00,2.67,2.89,2.32,2.22,2.41,2.7,3.2,3.0,4.58,5.3
2022-08-07 00:00:00+00:00,2.83,3.24,2.33,2.21,2.58,2.97,3.27,3.06,4.26,4.99
2022-08-14 00:00:00+00:00,2.84,3.25,2.33,2.23,2.63,2.97,3.34,3.12,4.59,5.22
2022-08-21 00:00:00+00:00,2.98,3.25,2.33,2.23,2.74,3.11,3.44,3.22,4.55,5.13
2022-08-28 00:00:00+00:00,3.04,3.37,2.33,2.39,2.89,3.2,3.44,3.21,4.85,5.55
2022-09-04 00:00:00+00:00,3.2,3.4,2.33,2.49,2.94,3.3,3.61,3.35,4.98,5.66
2022-09-11 00:00:00+00:00,3.33,3.56,2.33,2.57,3.08,3.45,3.71,3.47,5.16,5.89
2022-09-18 00:00:00+00:00,3.45,3.85,2.33,2.68,3.2,3.62,3.79,3.52,5.21,6.02
2022-09-25 00:00:00+00:00,3.69,4.2,3.08,2.67,3.24,3.96,3.87,3.61,5.44,6.29
2022-10-02 00:00:00+00:00,3.83,4.22,3.08,2.79,3.33,4.06,4.08,3.79,5.96,6.7
2022-10-09 00:00:00+00:00,3.89,4.3,3.08,3.03,3.45,4.14,4.13,3.86,5.9,6.66
2022-10-16 00:00:00+00:00,4.0,4.48,3.08,3.3,3.81,4.25,4.26,3.99,6.09,6.92
2022-10-23 00:00:00+00:00,4.21,4.49,3.08,3.55,4.09,4.34,4.54,4.33,6.23,6.94
2022-10-30 00:00:00+00:00,4.02,4.41,3.08,3.75,4.18,4.19,4.38,4.15,6.36,7.08
2022-11-06 00:00:00+00:00,4.17,4.66,3.83,3.73,4.21,4.33,4.49,4.27,6.29,6.95
2022-11-13 00:00:00+00:00,3.82,4.34,3.83,3.71,4.28,3.95,4.24,4.03,6.38,7.08
2022-11-20 00:00:00+00:00,3.82,4.51,3.83,3.93,4.34,3.99,4.13,3.92,5.98,6.61
2022-11-27 00:00:00+00:00,3.68,4.42,3.83,4.16,4.41,3.85,3.97,3.74,5.9,6.58
2022-12-04 00:00:00+00:00,3.51,4.28,3.83,3.91,4.34,3.67,3.79,3.56,5.76,6.49
2022-12-11 00:00:00+00:00,3.57,4.33,3.83,3.81,4.31,3.75,3.82,3.56,5.67,6.33
2022-12-18 00:00:00+00:00,3.48,4.17,4.33,3.94,4.31,3.61,3.73,3.53,5.54,6.31
2022-12-25 00:00:00+00:00,3.75,4.31,4.33,3.8,4.34,3.86,3.99,3.82,5.69,6.27
2023-01-01 00:00:00+00:00,3.88,4.41,4.33,4.12,4.42,3.99,4.14,3.97,5.68,6.42
2023-01-08 00:00:00+00:00,3.55,4.24,4.33,4.32,4.67,3.69,3.84,3.67,5.73,6.48
2023-01-15 00:00:00+00:00,3.49,4.22,4.33,4.58,4.67,3.6,3.79,3.61,5.52,6.33
2023-01-22 00:00:00+00:00,3.48,4.14,4.33,4.69,4.72,3.56,3.77,3.66,5.28,6.15
2023-01-29 00:00:00+00:00,3.52,4.19,4.33,4.61,4.73,3.62,3.77,3.64,5.17,6.13
2023-02-05 00:00:00+00:00,3.53,4.3,4.58,4.61,4.7,3.67,3.77,3.63,5.14,6.09
2023-02-12 00:00:00+00:00,3.74,4.5,4.58,4.66,4.79,3.93,3.96,3.83,5.25,6.12
2023-02-19 00:00:00+00:00,3.82,4.6,4.58,4.64,4.84,4.03,4.01,3.88,5.51,6.32
2023-02-26 00:00:00+00:00,3.95,4.78,4.58,4.68,4.86,4.19,4.11,3.93,5.76,6.5
2023-03-05 00:00:00+00:00,3.97,4.86,4.57,4.75,4.91,4.26,4.12,3.9,5.89,6.65
2023-03-12 00:00:00+00:00,3.7,4.6,4.57,4.81,5.01,3.96,3.9,3.7,5.95,6.73
2023-03-19 00:00:00+00:00,3.39,3.81,4.58,4.31,4.52,3.44,3.76,3.6,5.9,6.6
2023-03-26 00:00:00+00:00,3.38,3.76,4.83,4.28,4.74,3.41,3.77,3.64,5.68,6.42
2023-04-02 00:00:00+00:00,3.48,4.06,4.83,4.74,4.85,3.6,3.81,3.67,5.56,6.32
2023-04-09 00:00:00+00:00,3.39,3.97,4.83,4.56,4.95,3.49,3.73,3.61,5.64,6.28
2023-04-16 00:00:00+00:00,3.52,4.08,4.83,4.29,5.14,3.6,3.85,3.74,5.54,6.27
2023-04-23 00:00:00+00:00,3.57,4.17,4.83,3.36,5.14,3.66,3.9,3.78,5.76,6.39
2023-04-30 00:00:00+00:00,3.44,4.04,4.83,4.35,5.1,3.51,3.8,3.67,5.71,6.43
2023-05-07 00:00:00+00:00,3.44,3.92,5.08,5.59,5.26,3.41,3.85,3.76,5.76,6.39
2023-05-14 00:00:00+00:00,3.46,3.98,5.08,5.79,5.25,3.45,3.87,3.78,5.75,6.35
2023-05-21 00:00:00+00:00,3.7,4.28,5.08,5.62,5.29,3.76,4.07,3.95,5.75,6.39
2023-05-28 00:00:00+00:00,3.8,4.54,5.08,6.02,5.34,3.92,4.13,3.96,5.97,6.57
2023-06-04 00:00:00+00:00,3.69,4.5,5.08,5.28,5.5,3.84,4.03,3.88,6.18,6.79
2023-06-11 00:00:00+00:00,3.75,4.59,5.08,5.25,5.37,3.92,4.05,3.89,6.07,6.71
2023-06-18 00:00:00+00:00,3.77,4.7,5.08,5.18,5.34,3.99,4.05,3.86,6.1,6.69
2023-06-25 00:00:00+00:00,3.74,4.71,5.07,5.17,5.41,3.99,4.01,3.82,6.03,6.67
2023-07-02 00:00:00+00:00,3.81,4.87,5.08,5.24,5.43,4.13,4.06,3.85,6.06,6.71
2023-07-09 00:00:00+00:00,4.06,4.94,5.08,5.32,5.46,4.35,4.27,4.05,6.24,6.81
2023-07-16 00:00:00+00:00,3.83,4.74,5.08,5.37,5.49,4.04,4.11,3.93,6.3,6.96
