,10-Year Treasury Yield,2-Year Treasury Yield,Federal Funds Effective Rate,1-Month Treasury Yield,3-Month Treasury Yield,5-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate,3m5y,3m10y,2y10y,2y20y,5y10y,10y30y,10yTrea30yFRM,Corporate_Bonds,Gold,SP500
2005-06-19,4.09,3.72,2.99,2.79,2.99,3.88,4.44,4.35,5.22,5.63,0.8899999999999997,1.0999999999999996,0.36999999999999966,0.7200000000000002,0.20999999999999996,0.2599999999999998,1.54,45.85300064086914,33.886558532714844,85.9975814819336
2005-06-26,3.92,3.59,3.07,2.78,3.09,3.69,4.28,4.23,5.16,5.57,0.6000000000000001,0.8300000000000001,0.33000000000000007,0.6900000000000004,0.22999999999999998,0.3100000000000005,1.6100000000000003,45.85300064086914,33.886558532714844,84.31107330322266
2005-07-03,4.06,3.76,3.36,3.02,3.17,3.84,4.37,4.28,5.12,5.53,0.6699999999999999,0.8899999999999997,0.2999999999999998,0.6100000000000003,0.21999999999999975,0.22000000000000064,1.5900000000000003,45.85300064086914,33.886558532714844,84.70081329345703
2005-07-10,4.11,3.78,3.22,2.99,3.17,3.89,4.42,4.33,5.2,5.62,0.7200000000000002,0.9400000000000004,0.3300000000000005,0.6400000000000001,0.2200000000000002,0.21999999999999975,1.5700000000000003,45.85300064086914,33.886558532714844,85.9692611694336
2005-07-17,4.18,3.86,3.32,3.04,3.26,3.98,4.47,4.39,5.25,5.66,0.7200000000000002,0.9199999999999999,0.31999999999999984,0.6099999999999999,0.19999999999999973,0.20999999999999996,1.4699999999999998,45.85300064086914,33.886558532714844,87.04631805419922
2005-07-24,4.23,3.92,3.25,3.16,3.38,4.04,4.52,4.39,5.32,5.73,0.6600000000000001,0.8500000000000005,0.3100000000000005,0.5999999999999996,0.1900000000000004,0.15999999999999925,1.4500000000000002,45.85300064086914,33.886558532714844,87.54235076904297
2005-07-31,4.28,4.02,3.31,3.25,3.42,4.12,4.56,4.42,5.34,5.77,0.7000000000000002,0.8600000000000003,0.2600000000000007,0.54,0.16000000000000014,0.13999999999999968,1.5699999999999994,45.85300064086914,33.886558532714844,87.68407440185547
2005-08-07,4.4,4.11,3.49,3.35,3.52,4.24,4.66,4.56,5.38,5.82,0.7200000000000002,0.8800000000000003,0.29000000000000004,0.5499999999999998,0.16000000000000014,0.15999999999999925,1.5,45.85300064086914,33.886558532714844,87.07465362548828
2005-08-14,4.24,4.05,3.55,3.32,3.52,4.11,4.52,4.42,5.47,5.89,0.5900000000000003,0.7200000000000002,0.1900000000000004,0.46999999999999975,0.1299999999999999,0.17999999999999972,1.5699999999999994,45.85300064086914,33.886558532714844,87.20220947265625
2005-08-21,4.21,4.03,3.54,3.33,3.52,4.08,4.47,4.4,5.4,5.8,0.56,0.69,0.17999999999999972,0.4399999999999995,0.1299999999999999,0.1900000000000004,1.5899999999999999,45.85300064086914,33.886558532714844,86.78412628173828
2005-08-28,4.2,4.06,3.54,3.36,3.55,4.09,4.46,4.38,5.35,5.77,0.54,0.6500000000000004,0.14000000000000057,0.40000000000000036,0.11000000000000032,0.17999999999999972,1.5899999999999999,45.85300064086914,33.886558532714844,85.5724105834961
2005-09-04,4.03,3.75,3.49,3.38,3.46,3.85,4.33,4.26,5.32,5.71,0.3900000000000001,0.5700000000000003,0.28000000000000025,0.5800000000000001,0.18000000000000016,0.22999999999999954,1.6900000000000004,45.85300064086914,33.886558532714844,86.64240264892578
2005-09-11,4.14,3.88,3.49,3.32,3.49,3.94,4.45,4.36,5.3,5.71,0.44999999999999973,0.6499999999999995,0.2599999999999998,0.5700000000000003,0.19999999999999973,0.22000000000000064,1.5599999999999996,45.85300064086914,33.886558532714844,88.2934799194336
2005-09-18,4.26,3.97,3.62,3.23,3.5,4.05,4.61,4.56,5.32,5.74,0.5499999999999998,0.7599999999999998,0.2899999999999996,0.6400000000000001,0.20999999999999996,0.2999999999999998,1.5200000000000005,45.85300064086914,33.886558532714844,87.88652801513672
2005-09-25,4.25,4.02,3.76,3.06,3.48,4.07,4.57,4.47,5.37,5.8,0.5900000000000003,0.77,0.23000000000000043,0.5500000000000007,0.17999999999999972,0.21999999999999975,1.6099999999999994,45.85300064086914,33.886558532714844,86.4205551147461
2005-10-02,4.34,4.18,3.93,3.15,3.55,4.18,4.62,4.53,5.48,5.91,0.6299999999999999,0.79,0.16000000000000014,0.4400000000000004,0.16000000000000014,0.1900000000000004,1.62,45.85300064086914,33.886558532714844,87.55915069580078
2005-10-09,4.35,4.18,3.73,3.35,3.63,4.23,4.62,4.53,5.54,5.98,0.6000000000000005,0.7199999999999998,0.16999999999999993,0.4400000000000004,0.11999999999999922,0.1800000000000006,1.6100000000000003,45.85300064086914,33.886558532714844,85.11829376220703
2005-10-16,4.48,4.27,3.77,3.49,3.78,4.34,4.76,4.67,5.62,6.03,0.56,0.7000000000000006,0.21000000000000085,0.4900000000000002,0.14000000000000057,0.1899999999999995,1.5499999999999998,45.85300064086914,33.886558532714844,84.4493637084961
2005-10-23,4.39,4.22,3.76,3.48,3.87,4.26,4.68,4.58,5.65,6.1,0.3899999999999997,0.5199999999999996,0.16999999999999993,0.45999999999999996,0.1299999999999999,0.1900000000000004,1.6399999999999997,45.85300064086914,33.886558532714844,84.0650405883789
2005-10-30,4.58,4.4,3.9,3.75,3.93,4.46,4.84,4.74,5.69,6.15,0.5299999999999998,0.6499999999999999,0.17999999999999972,0.4399999999999995,0.1200000000000001,0.16000000000000014,1.58,45.85300064086914,33.886558532714844,85.25346374511719
2005-11-06,4.66,4.47,4.0,3.8,3.98,4.56,4.95,4.84,5.85,6.31,0.5799999999999996,0.6800000000000002,0.1900000000000004,0.4800000000000004,0.10000000000000053,0.17999999999999972,1.6599999999999993,45.85300064086914,33.886558532714844,86.89733123779297
2005-11-13,4.55,4.44,3.98,3.89,3.97,4.49,4.85,4.74,5.89,6.36,0.52,0.5799999999999996,0.10999999999999943,0.40999999999999925,0.05999999999999961,0.1900000000000004,1.8100000000000005,45.85300064086914,33.886558532714844,88.0715560913086
2005-11-20,4.5,4.4,4.0,3.95,4.01,4.43,4.79,4.68,5.9,6.37,0.41999999999999993,0.4900000000000002,0.09999999999999964,0.3899999999999997,0.07000000000000028,0.17999999999999972,1.9100000000000001,45.85300064086914,33.886558532714844,89.04647064208984
2005-11-27,4.43,4.33,4.03,3.91,3.95,4.34,4.76,4.66,5.81,6.28,0.3899999999999997,0.47999999999999954,0.09999999999999964,0.4299999999999997,0.08999999999999986,0.23000000000000043,1.8100000000000005,45.85300064086914,33.886558532714844,90.4697494506836
2005-12-04,4.52,4.43,4.0,4.0,3.99,4.45,4.81,4.68,5.81,6.26,0.45999999999999996,0.5299999999999994,0.08999999999999986,0.3799999999999999,0.0699999999999994,0.16000000000000014,1.7400000000000002,45.85300064086914,33.886558532714844,90.27051544189453
2005-12-11,4.54,4.43,4.16,3.62,3.94,4.44,4.83,4.72,5.87,6.32,0.5000000000000004,0.6000000000000001,0.11000000000000032,0.40000000000000036,0.09999999999999964,0.17999999999999972,1.8500000000000005,45.85300064086914,33.886558532714844,89.90045166015625
2005-12-18,4.45,4.37,4.25,3.56,3.93,4.36,4.72,4.63,5.85,6.3,0.43000000000000016,0.52,0.08000000000000007,0.34999999999999964,0.08999999999999986,0.17999999999999972,1.83,45.85300064086914,33.886558532714844,90.3984603881836
2005-12-25,4.38,4.37,4.21,3.48,3.99,4.32,4.63,4.52,5.79,6.26,0.33000000000000007,0.3899999999999997,0.009999999999999787,0.2599999999999998,0.05999999999999961,0.13999999999999968,1.8199999999999994,45.85300064086914,33.886558532714844,90.6846694946289
2006-01-01,4.39,4.41,4.09,4.01,4.08,4.35,4.61,4.51,5.76,6.22,0.2699999999999996,0.3099999999999996,-0.020000000000000462,0.20000000000000018,0.040000000000000036,0.1200000000000001,1.8499999999999996,45.85300064086914,33.886558532714844,89.07495880126953
2006-01-08,4.38,4.36,4.22,4.06,4.22,4.32,4.63,4.53,5.76,6.21,0.10000000000000053,0.16000000000000014,0.019999999999999574,0.2699999999999996,0.05999999999999961,0.15000000000000036,1.8499999999999996,45.85300064086914,33.886558532714844,91.88650512695312
2006-01-15,4.36,4.34,4.3,4.13,4.33,4.28,4.59,4.49,5.71,6.15,-0.04999999999999982,0.03000000000000025,0.020000000000000462,0.25,0.08000000000000007,0.1299999999999999,1.7300000000000004,45.85300064086914,33.886558532714844,92.05821990966797
2006-01-22,4.37,4.37,4.24,3.95,4.35,4.31,4.59,4.54,5.67,6.1,-0.040000000000000036,0.020000000000000462,0.0,0.21999999999999975,0.0600000000000005,0.16999999999999993,1.7199999999999998,45.85300064086914,33.886558532714844,90.11946105957031
2006-01-29,4.52,4.51,4.42,4.19,4.45,4.45,4.75,4.7,5.7,6.12,0.0,0.0699999999999994,0.009999999999999787,0.2400000000000002,0.0699999999999994,0.1800000000000006,1.5899999999999999,45.85300064086914,33.886558532714844,91.95806884765625
2006-02-05,4.54,4.59,4.51,4.31,4.48,4.5,4.7,4.64,5.81,6.23,0.019999999999999574,0.05999999999999961,-0.04999999999999982,0.11000000000000032,0.040000000000000036,0.09999999999999964,1.6600000000000001,45.85300064086914,33.886558532714844,90.33404541015625
2006-02-12,4.59,4.69,4.51,4.36,4.53,4.59,4.76,4.55,5.83,6.24,0.05999999999999961,0.05999999999999961,-0.10000000000000053,0.0699999999999994,0.0,-0.040000000000000036,1.7000000000000002,45.85300064086914,33.886558532714844,90.5987777709961
2006-02-19,4.54,4.66,4.48,4.39,4.54,4.55,4.71,4.51,5.91,6.28,0.009999999999999787,0.0,-0.1200000000000001,0.04999999999999982,-0.009999999999999787,-0.03000000000000025,1.6900000000000004,45.85300064086914,33.886558532714844,92.1512222290039
2006-02-26,4.58,4.74,4.48,4.45,4.6,4.64,4.71,4.52,5.89,6.26,0.040000000000000036,-0.019999999999999574,-0.16000000000000014,-0.03000000000000025,-0.05999999999999961,-0.0600000000000005,1.7000000000000002,45.85300064086914,33.886558532714844,92.58048248291016
2006-03-05,4.68,4.76,4.51,4.45,4.62,4.71,4.84,4.66,5.89,6.24,0.08999999999999986,0.05999999999999961,-0.08000000000000007,0.08000000000000007,-0.03000000000000025,-0.019999999999999574,1.6000000000000005,45.85300064086914,33.886558532714844,92.11544036865234
2006-03-12,4.76,4.74,4.51,4.46,4.62,4.77,4.93,4.74,6.0,6.37,0.14999999999999947,0.13999999999999968,0.019999999999999574,0.1899999999999995,-0.009999999999999787,-0.019999999999999574,1.63,45.85300064086914,33.886558532714844,91.99380493164062
2006-03-19,4.68,4.65,4.6,4.5,4.64,4.62,4.89,4.72,5.98,6.34,-0.019999999999999574,0.040000000000000036,0.02999999999999936,0.23999999999999932,0.05999999999999961,0.040000000000000036,1.6899999999999995,45.85300064086914,33.886558532714844,93.81768035888672
2006-03-26,4.67,4.72,4.69,4.66,4.65,4.66,4.87,4.7,5.97,6.32,0.009999999999999787,0.019999999999999574,-0.04999999999999982,0.15000000000000036,0.009999999999999787,0.03000000000000025,1.5899999999999999,45.85300064086914,33.886558532714844,93.52318572998047
2006-04-02,4.86,4.82,5.0,4.65,4.63,4.82,5.07,4.9,6.0,6.35,0.1900000000000004,0.23000000000000043,0.040000000000000036,0.25,0.040000000000000036,0.040000000000000036,1.4899999999999993,45.85300064086914,33.886558532714844,93.25022888183594
2006-04-09,4.97,4.89,4.76,4.64,4.69,4.89,5.2,5.04,6.1,6.43,0.1999999999999993,0.27999999999999936,0.08000000000000007,0.3100000000000005,0.08000000000000007,0.07000000000000028,1.5299999999999994,45.85300064086914,33.886558532714844,93.04198455810547
2006-04-16,5.05,4.96,4.8,4.54,4.7,4.97,5.28,5.11,6.14,6.49,0.2699999999999996,0.34999999999999964,0.08999999999999986,0.3200000000000003,0.08000000000000007,0.0600000000000005,1.4400000000000004,45.85300064086914,33.886558532714844,92.44585418701172
2006-04-23,5.01,4.9,4.74,4.58,4.75,4.92,5.25,5.1,6.17,6.53,0.16999999999999993,0.2599999999999998,0.10999999999999943,0.34999999999999964,0.08999999999999986,0.08999999999999986,1.4900000000000002,45.85300064086914,33.886558532714844,94.1983642578125
2006-04-30,5.07,4.87,4.86,4.6,4.77,4.92,5.31,5.17,6.21,6.58,0.15000000000000036,0.3000000000000007,0.20000000000000018,0.4399999999999995,0.15000000000000036,0.09999999999999964,1.4900000000000002,45.85300064086914,33.886558532714844,94.42822265625
2006-05-07,5.12,4.94,4.83,4.61,4.83,4.99,5.35,5.2,6.22,6.59,0.16000000000000014,0.29000000000000004,0.17999999999999972,0.40999999999999925,0.1299999999999999,0.08000000000000007,1.4299999999999997,45.85300064086914,33.886558532714844,95.182373046875
2006-05-14,5.19,5.01,5.01,4.64,4.85,5.08,5.44,5.29,6.17,6.58,0.23000000000000043,0.34000000000000075,0.1800000000000006,0.4300000000000006,0.11000000000000032,0.09999999999999964,1.4400000000000004,45.85300064086914,33.886558532714844,92.82652282714844
2006-05-21,5.05,4.96,5.0,4.75,4.82,4.96,5.28,5.14,6.2,6.6,0.13999999999999968,0.22999999999999954,0.08999999999999986,0.3200000000000003,0.08999999999999986,0.08999999999999986,1.5199999999999996,45.85300064086914,33.886558532714844,91.28945922851562
2006-05-28,5.06,4.96,4.99,4.75,4.84,4.95,5.3,5.16,6.23,6.62,0.11000000000000032,0.21999999999999975,0.09999999999999964,0.33999999999999986,0.10999999999999943,0.10000000000000053,1.5499999999999998,45.85300064086914,33.886558532714844,92.20883178710938
2006-06-04,5.0,4.92,4.97,4.75,4.81,4.9,5.24,5.1,6.26,6.67,0.09000000000000075,0.1900000000000004,0.08000000000000007,0.3200000000000003,0.09999999999999964,0.09999999999999964,1.5599999999999996,45.85300064086914,34.39639663696289,92.65413665771484
2006-06-11,4.98,5.01,5.0,4.78,4.88,4.95,5.17,5.03,6.23,6.62,0.07000000000000028,0.10000000000000053,-0.02999999999999936,0.16000000000000014,0.03000000000000025,0.04999999999999982,1.62,45.85300064086914,30.82753562927246,90.03252410888672
2006-06-18,5.13,5.16,4.94,4.63,4.88,5.1,5.31,5.17,6.25,6.63,0.21999999999999975,0.25,-0.03000000000000025,0.14999999999999947,0.03000000000000025,0.040000000000000036,1.5300000000000002,45.85300064086914,30.388023376464844,89.92549896240234
2006-06-25,5.23,5.27,4.98,4.61,4.98,5.21,5.4,5.26,6.36,6.71,0.22999999999999954,0.25,-0.03999999999999915,0.13000000000000078,0.020000000000000462,0.02999999999999936,1.5099999999999998,45.85300064086914,31.891162872314453,89.77396392822266
2006-07-02,5.15,5.16,5.05,4.54,5.01,5.1,5.31,5.19,6.43,6.78,0.08999999999999986,0.14000000000000057,-0.009999999999999787,0.14999999999999947,0.05000000000000071,0.040000000000000036,1.5600000000000005,45.85300064086914,34.01842498779297,91.82279205322266
2006-07-09,5.14,5.17,5.22,4.83,5.02,5.1,5.29,5.18,6.44,6.79,0.08000000000000007,0.1200000000000001,-0.03000000000000025,0.1200000000000001,0.040000000000000036,0.040000000000000036,1.5999999999999996,45.85300064086914,34.308494567871094,91.3394546508789
2006-07-16,5.07,5.08,5.26,4.87,5.06,5.02,5.23,5.11,6.37,6.74,-0.040000000000000036,0.010000000000000675,-0.009999999999999787,0.15000000000000036,0.05000000000000071,0.040000000000000036,1.6600000000000001,45.85300064086914,34.25575637817383,89.11023712158203
2006-07-23,5.05,5.08,5.23,4.88,5.1,4.99,5.21,5.1,6.41,6.8,-0.10999999999999943,-0.04999999999999982,-0.03000000000000025,0.1299999999999999,0.05999999999999961,0.04999999999999982,1.7699999999999996,45.85300064086914,31.47801971435547,89.42047882080078
2006-07-30,5.0,4.98,5.26,4.98,5.07,4.92,5.17,5.07,6.34,6.72,-0.15000000000000036,-0.07000000000000028,0.019999999999999574,0.1899999999999995,0.08000000000000007,0.07000000000000028,1.6499999999999995,45.85300064086914,34.0887336730957,92.32781219482422
2006-08-06,4.91,4.91,5.25,5.15,5.09,4.84,5.09,5.0,6.27,6.63,-0.25,-0.17999999999999972,0.0,0.17999999999999972,0.07000000000000028,0.08999999999999986,1.67,45.85300064086914,34.800750732421875,92.48651885986328
2006-08-13,4.97,4.96,5.24,5.12,5.07,4.91,5.18,5.09,6.2,6.55,-0.16000000000000014,-0.10000000000000053,0.009999999999999787,0.21999999999999975,0.05999999999999961,0.1200000000000001,1.62,45.85300064086914,34.009620666503906,91.6280288696289
2006-08-20,4.84,4.87,5.25,5.13,5.1,4.78,5.05,4.97,6.2,6.52,-0.3199999999999994,-0.2599999999999998,-0.03000000000000025,0.17999999999999972,0.05999999999999961,0.1299999999999999,1.6499999999999995,45.85300064086914,33.73712921142578,94.28286743164062
2006-08-27,4.79,4.86,5.25,5.17,5.11,4.76,5.01,4.93,6.18,6.48,-0.35000000000000053,-0.3200000000000003,-0.07000000000000028,0.14999999999999947,0.03000000000000025,0.13999999999999968,1.6700000000000008,45.85300064086914,35.14356231689453,93.64800262451172
2006-09-03,4.73,4.77,5.25,5.07,5.02,4.68,4.95,4.87,6.14,6.44,-0.33999999999999986,-0.28999999999999915,-0.03999999999999915,0.1800000000000006,0.05000000000000071,0.13999999999999968,1.7000000000000002,45.85300064086914,35.94348907470703,94.80950164794922
2006-09-10,4.78,4.8,5.23,4.83,4.93,4.71,4.99,4.92,6.16,6.47,-0.21999999999999975,-0.14999999999999947,-0.019999999999999574,0.1900000000000004,0.07000000000000028,0.13999999999999968,1.67,45.85300064086914,34.493099212646484,93.98707580566406
2006-09-17,4.8,4.87,5.25,4.77,4.96,4.76,5.0,4.92,6.11,6.43,-0.20000000000000018,-0.16000000000000014,-0.07000000000000028,0.1299999999999999,0.040000000000000036,0.1200000000000001,1.6399999999999997,45.85300064086914,30.968185424804688,95.61775207519531
2006-09-24,4.6,4.67,5.27,4.73,4.93,4.55,4.82,4.74,6.06,6.4,-0.3799999999999999,-0.33000000000000007,-0.07000000000000028,0.15000000000000036,0.04999999999999982,0.14000000000000057,1.75,45.85300064086914,30.6341552734375,95.26268768310547
2006-10-01,4.64,4.71,5.34,4.6,4.89,4.59,4.84,4.77,5.98,6.31,-0.2999999999999998,-0.25,-0.07000000000000028,0.1299999999999999,0.04999999999999982,0.1299999999999999,1.6799999999999997,45.85300064086914,31.337371826171875,96.79159545898438
2006-10-08,4.7,4.74,5.22,4.76,4.95,4.64,4.92,4.84,5.98,6.3,-0.3100000000000005,-0.25,-0.040000000000000036,0.17999999999999972,0.0600000000000005,0.13999999999999968,1.6899999999999995,45.85300064086914,30.21221923828125,97.82777404785156
2006-10-15,4.81,4.87,5.21,4.93,5.05,4.77,5.02,4.94,6.06,6.37,-0.28000000000000025,-0.2400000000000002,-0.0600000000000005,0.14999999999999947,0.040000000000000036,0.13000000000000078,1.58,45.85300064086914,31.460439682006836,99.00163269042969
2006-10-22,4.79,4.87,5.25,5.0,5.09,4.76,4.99,4.91,6.06,6.36,-0.33000000000000007,-0.2999999999999998,-0.08000000000000007,0.1200000000000001,0.03000000000000025,0.1200000000000001,1.5700000000000003,45.85300064086914,31.41649627685547,99.15380096435547
2006-10-29,4.68,4.76,5.23,5.14,5.11,4.64,4.88,4.8,6.1,6.4,-0.47000000000000064,-0.4300000000000006,-0.08000000000000007,0.1200000000000001,0.040000000000000036,0.1200000000000001,1.67,45.85300064086914,32.3834228515625,99.92910766601562
2006-11-05,4.72,4.82,5.25,5.18,5.09,4.7,4.9,4.81,6.02,6.31,-0.3899999999999997,-0.3700000000000001,-0.10000000000000053,0.08000000000000007,0.019999999999999574,0.08999999999999986,1.71,45.85300064086914,34.1063117980957,98.9363784790039
2006-11-12,4.59,4.73,5.23,5.2,5.1,4.57,4.78,4.69,6.04,6.33,-0.5299999999999994,-0.5099999999999998,-0.14000000000000057,0.04999999999999982,0.019999999999999574,0.10000000000000053,1.71,45.85300064086914,34.29090118408203,100.16826629638672
2006-11-19,4.61,4.76,5.2,5.19,5.09,4.6,4.79,4.69,5.94,6.24,-0.4900000000000002,-0.47999999999999954,-0.14999999999999947,0.03000000000000025,0.010000000000000675,0.08000000000000007,1.58,45.85300064086914,32.83171844482422,101.74785614013672
2006-11-26,4.55,4.73,5.24,5.21,5.04,4.55,4.74,4.63,5.91,6.18,-0.4900000000000002,-0.4900000000000002,-0.1800000000000006,0.009999999999999787,0.0,0.08000000000000007,1.6099999999999994,45.85300064086914,35.073246002197266,101.69711303710938
2006-12-03,4.43,4.52,5.27,5.21,5.03,4.39,4.64,4.54,5.87,6.14,-0.6400000000000006,-0.6000000000000005,-0.08999999999999986,0.1200000000000001,0.040000000000000036,0.11000000000000032,1.6799999999999997,45.85300064086914,36.514854431152344,101.60295104980469
2006-12-10,4.56,4.68,5.25,4.89,4.97,4.53,4.76,4.66,5.84,6.11,-0.4399999999999995,-0.41000000000000014,-0.1200000000000001,0.08000000000000007,0.02999999999999936,0.10000000000000053,1.62,45.85300064086914,35.60066223144531,102.47246551513672
2006-12-17,4.6,4.73,5.27,4.78,4.91,4.57,4.81,4.72,5.86,6.12,-0.33999999999999986,-0.3100000000000005,-0.13000000000000078,0.07999999999999918,0.02999999999999936,0.1200000000000001,1.5200000000000005,45.85300064086914,34.95018005371094,103.71373748779297
2006-12-24,4.63,4.71,5.24,4.82,4.99,4.59,4.85,4.76,5.89,6.13,-0.40000000000000036,-0.3600000000000003,-0.08000000000000007,0.13999999999999968,0.040000000000000036,0.1299999999999999,1.58,45.85300064086914,34.10847473144531,102.55518341064453
2006-12-31,4.71,4.82,5.17,4.75,5.02,4.7,4.91,4.81,5.93,6.18,-0.3199999999999994,-0.3099999999999996,-0.11000000000000032,0.08999999999999986,0.009999999999999787,0.09999999999999964,1.4799999999999995,45.85300064086914,35.18400955200195,103.1891098022461
2007-01-07,4.65,4.76,5.21,4.81,5.05,4.65,4.84,4.74,5.94,6.18,-0.39999999999999947,-0.39999999999999947,-0.10999999999999943,0.08000000000000007,0.0,0.08999999999999986,1.5599999999999996,45.85300064086914,32.803733825683594,102.40216064453125
2007-01-14,4.77,4.88,5.22,4.98,5.09,4.76,4.96,4.86,5.96,6.21,-0.33000000000000007,-0.3200000000000003,-0.11000000000000032,0.08000000000000007,0.009999999999999787,0.09000000000000075,1.4699999999999998,45.85300064086914,33.41202163696289,104.3695297241211
2007-01-21,4.78,4.93,5.25,4.96,5.14,4.78,4.96,4.87,5.98,6.23,-0.35999999999999943,-0.35999999999999943,-0.14999999999999947,0.03000000000000025,0.0,0.08999999999999986,1.4800000000000004,45.85300064086914,33.08583068847656,104.0634536743164
2007-01-28,4.88,4.99,5.26,4.94,5.13,4.87,5.07,4.98,5.98,6.25,-0.2599999999999998,-0.25,-0.11000000000000032,0.08000000000000007,0.009999999999999787,0.10000000000000053,1.38,45.85300064086914,34.558082580566406,103.56070709228516
2007-02-04,4.83,4.94,5.24,5.01,5.14,4.82,5.02,4.93,6.06,6.34,-0.3199999999999994,-0.3099999999999996,-0.11000000000000032,0.07999999999999918,0.009999999999999787,0.09999999999999964,1.5,45.85300064086914,34.66387939453125,105.51343536376953
2007-02-11,4.79,4.92,5.25,5.15,5.15,4.78,4.98,4.87,6.02,6.28,-0.3700000000000001,-0.3600000000000003,-0.1299999999999999,0.0600000000000005,0.009999999999999787,0.08000000000000007,1.5499999999999998,45.85300064086914,35.36032485961914,104.87953186035156
2007-02-18,4.69,4.83,5.24,5.23,5.17,4.68,4.9,4.79,6.03,6.3,-0.4900000000000002,-0.47999999999999954,-0.13999999999999968,0.07000000000000028,0.010000000000000675,0.09999999999999964,1.5999999999999996,45.85300064086914,36.092041015625,106.18379211425781
2007-02-25,4.68,4.82,5.24,5.25,5.18,4.67,4.89,4.79,5.97,6.22,-0.5099999999999998,-0.5,-0.14000000000000057,0.0699999999999994,0.009999999999999787,0.11000000000000032,1.4899999999999993,45.85300064086914,36.87664794921875,105.8705062866211
2007-03-04,4.52,4.56,5.23,5.23,5.12,4.46,4.75,4.65,5.92,6.18,-0.6600000000000001,-0.6000000000000005,-0.040000000000000036,0.1900000000000004,0.05999999999999961,0.13000000000000078,1.62,45.85300064086914,33.218074798583984,101.03965759277344
2007-03-11,4.59,4.66,5.24,5.22,5.1,4.55,4.81,4.72,5.86,6.14,-0.5499999999999998,-0.5099999999999998,-0.07000000000000028,0.14999999999999947,0.040000000000000036,0.1299999999999999,1.63,45.85300064086914,33.52662658691406,102.57707977294922
2007-03-18,4.55,4.58,5.25,5.18,5.04,4.47,4.79,4.7,5.88,6.14,-0.5700000000000003,-0.4900000000000002,-0.03000000000000025,0.20999999999999996,0.08000000000000007,0.15000000000000036,1.5999999999999996,45.85300064086914,33.81755065917969,101.33798217773438
2007-03-25,4.62,4.6,5.24,5.24,5.08,4.52,4.88,4.8,5.9,6.16,-0.5600000000000005,-0.45999999999999996,0.020000000000000462,0.28000000000000025,0.10000000000000053,0.17999999999999972,1.5600000000000005,45.85300064086914,35.113487243652344,104.89321899414062
